 1588809554,  9120281, 0, 1, 1, 1,  0
 1588809554,  9119097, 0, 1, 1, 1,  0
 1588809554,  9120266, 0, 1, 1, 1,  0
 1588809555,  9119630, 0, 1, 1, 1,  0
 1588809555,  9118556, 0, 1, 1, 1,  0
 1588809555,  9119597, 0, 1, 1, 1,  0
 1588809555,  9120073, 0, 1, 1, 1,  0
 1588809556,  9119779, 0, 1, 1, 1,  0
 1588809556,  9119710, 0, 1, 1, 1,  0
 1588809556,  9119161, 0, 1, 1, 1,  0
 1588809556,  9120182, 0, 1, 1, 1,  0
 1588809557,  9119159, 0, 1, 1, 1,  0
 1588809557,  9118178, 0, 1, 1, 1,  0
 1588809557,  9117285, 0, 1, 1, 1,  0
 1588809557,  9116707, 0, 1, 1, 1,  0
 1588809558,  9117716, 0, 1, 1, 1,  0
 1588809558,  9118160, 0, 1, 1, 1,  0
 1588809558,  9119227, 0, 1, 1, 1,  0
 1588809558,  9119294, 0, 1, 1, 1,  0
 1588809559,  9118563, 0, 1, 1, 1,  0
 1588809559,  9117932, 0, 1, 1, 1,  0
 1588809559,  9118943, 0, 1, 1, 1,  0
 1588809559,  9118335, 0, 1, 1, 1,  0
 1588809560,  9118278, 0, 1, 1, 1,  0
 1588809560,  9117154, 0, 1, 1, 1,  0
 1588809560,  9116928, 0, 1, 1, 1,  0
 1588809560,  9117277, 0, 1, 1, 1,  0
 1588809561,  9117309, 0, 1, 1, 1,  0
 1588809561,  9117784, 0, 1, 1, 1,  0
 1588809561,  9117878, 0, 1, 1, 1,  0
 1588809561,  9117757, 0, 1, 1, 1,  0
 1588809562,  9118062, 0, 1, 1, 1,  0
 1588809562,  9118172, 0, 1, 1, 1,  0
 1588809562,  9118019, 0, 1, 1, 1,  0
 1588809562,  9118452, 0, 1, 1, 1,  0
 1588809563,  9118252, 0, 1, 1, 1,  0
 1588809563,  9117503, 0, 1, 1, 1,  0
 1588809563,  9117211, 0, 1, 1, 1,  0
 1588809563,  9117918, 0, 1, 1, 1,  0
 1588809564,  9118301, 0, 1, 1, 1,  0
 1588809564,  9118661, 0, 1, 1, 1,  0
 1588809564,  9118752, 0, 1, 1, 1,  0
 1588809564,  9118876, 0, 1, 1, 1,  0
 1588809565,  9119019, 0, 1, 1, 1,  0
 1588809565,  9119417, 0, 1, 1, 1,  0
 1588809565,  9120163, 0, 1, 1, 1,  0
 1588809565,  9120115, 0, 1, 1, 1,  0
 1588809566,  9119756, 0, 1, 1, 1,  0
 1588809566,  9120369, 0, 1, 1, 1,  0
 1588809566,  9121152, 0, 1, 1, 1,  0
 1588809566,  9120826, 0, 1, 1, 1,  0
 1588809567,  9121572, 0, 1, 1, 1,  0
 1588809567,  9122166, 0, 1, 1, 1,  0
 1588809567,  9122432, 0, 1, 1, 1,  0
 1588809567,  9121484, 0, 1, 1, 1,  0
 1588809568,  9121718, 0, 1, 1, 1,  0
 1588809568,  9122523, 0, 1, 1, 1,  0
 1588809568,  9122688, 0, 1, 1, 1,  0
 1588809568,  9121753, 0, 1, 1, 1,  0
 1588809569,  9121396, 0, 1, 1, 1,  0
 1588809569,  9120454, 0, 1, 1, 1,  0
 1588809569,  9120163, 0, 1, 1, 1,  0
 1588809569,  9121311, 0, 1, 1, 1,  0
 1588809570,  9121244, 0, 1, 1, 1,  0
 1588809570,  9121564, 0, 1, 1, 1,  0
 1588809570,  9121508, 0, 1, 1, 1,  0
 1588809570,  9122441, 0, 1, 1, 1,  0
 1588809571,  9123213, 0, 1, 1, 1,  0
 1588809571,  9123629, 0, 1, 1, 1,  0
 1588809571,  9123632, 0, 1, 1, 1,  0
 1588809571,  9123586, 0, 1, 1, 1,  0
 1588809572,  9123161, 0, 1, 1, 1,  0
 1588809572,  9124019, 0, 1, 1, 1,  0
 1588809572,  9124861, 0, 1, 1, 1,  0
 1588809572,  9125344, 0, 1, 1, 1,  0
 1588809573,  9125399, 0, 1, 1, 1,  0
 1588809573,  9125786, 0, 1, 1, 1,  0
 1588809573,  9126985, 0, 1, 1, 1,  0
 1588809573,  9127446, 0, 1, 1, 1,  0
 1588809574,  9126809, 0, 1, 1, 1,  0
 1588809574,  9127590, 0, 1, 1, 1,  0
 1588809574,  9126524, 0, 1, 1, 1,  0
 1588809574,  9127397, 0, 1, 1, 1,  0
 1588809575,  9127135, 0, 1, 1, 1,  0
 1588809575,  9127100, 0, 1, 1, 1,  0
 1588809575,  9128225, 0, 1, 1, 1,  0
 1588809575,  9129397, 0, 1, 1, 1,  0
 1588809576,  9128966, 0, 1, 1, 1,  0
 1588809576,  9128619, 0, 1, 1, 1,  0
 1588809576,  9129621, 0, 1, 1, 1,  0
 1588809576,  9130033, 0, 1, 1, 1,  0
 1588809577,  9129945, 0, 1, 1, 1,  0
 1588809577,  9129019, 0, 1, 1, 1,  0
 1588809577,  9128942, 0, 1, 1, 1,  0
 1588809577,  9129551, 0, 1, 1, 1,  0
 1588809578,  9130145, 0, 1, 1, 1,  0
 1588809578,  9131212, 0, 1, 1, 1,  0
 1588809578,  9131117, 0, 1, 1, 1,  0
 1588809578,  9131282, 0, 1, 1, 1,  0
 1588809579,  9131564, 0, 1, 1, 1,  0
 1588809579,  9132237, 0, 1, 1, 1,  0
 1588809579,  9133120, 0, 1, 1, 1,  0
 1588809579,  9133742, 0, 1, 1, 1,  0
 1588809580,  9134072, 0, 1, 1, 1,  0
 1588809580,  9134596, 0, 1, 1, 1,  0
 1588809580,  9134064, 0, 1, 1, 1,  0
 1588809580,  9133249, 0, 1, 1, 1,  0
 1588809581,  9132524, 0, 1, 1, 1,  0
 1588809581,  9131990, 0, 1, 1, 1,  0
 1588809581,  9132836, 0, 1, 1, 1,  0
 1588809581,  9132238, 0, 1, 1, 1,  0
 1588809582,  9133249, 0, 1, 1, 1,  0
 1588809582,  9133793, 0, 1, 1, 1,  0
 1588809582,  9132868, 0, 1, 1, 1,  0
 1588809582,  9132417, 0, 1, 1, 1,  0
 1588809583,  9131725, 0, 1, 1, 1,  0
 1588809583,  9132689, 0, 1, 1, 1,  0
 1588809583,  9131773, 0, 1, 1, 1,  0
 1588809583,  9131414, 0, 1, 1, 1,  0
 1588809584,  9130831, 0, 1, 1, 1,  0
 1588809584,  9131681, 0, 1, 1, 1,  0
 1588809584,  9130533, 0, 1, 1, 1,  0
 1588809584,  9130626, 0, 1, 1, 1,  0
 1588809585,  9131750, 0, 1, 1, 1,  0
 1588809585,  9131289, 0, 1, 1, 1,  0
 1588809585,  9130354, 0, 1, 1, 1,  0
 1588809585,  9130872, 0, 1, 1, 1,  0
 1588809586,  9129841, 0, 1, 1, 1,  0
 1588809586,  9130011, 0, 1, 1, 1,  0
 1588809586,  9129057, 0, 1, 1, 1,  0
 1588809586,  9129073, 0, 1, 1, 1,  0
 1588809587,  9128715, 0, 1, 1, 1,  0
 1588809587,  9129409, 0, 1, 1, 1,  0
 1588809587,  9128410, 0, 1, 1, 1,  0
 1588809587,  9129583, 0, 1, 1, 1,  0
 1588809588,  9129164, 0, 1, 1, 1,  0
 1588809588,  9128833, 0, 1, 1, 1,  0
 1588809588,  9129955, 0, 1, 1, 1,  0
 1588809588,  9129575, 0, 1, 1, 1,  0
 1588809589,  9129910, 0, 1, 1, 1,  0
 1588809589,  9130241, 0, 1, 1, 1,  0
 1588809589,  9130464, 0, 1, 1, 1,  0
 1588809589,  9130609, 0, 1, 1, 1,  0
 1588809590,  9130283, 0, 1, 1, 1,  0
 1588809590,  9130781, 0, 1, 1, 1,  0
 1588809590,  9131239, 0, 1, 1, 1,  0
 1588809590,  9130986, 0, 1, 1, 1,  0
 1588809591,  9130811, 0, 1, 1, 1,  0
 1588809591,  9131118, 0, 1, 1, 1,  0
 1588809591,  9131706, 0, 1, 1, 1,  0
 1588809591,  9131712, 0, 1, 1, 1,  0
 1588809592,  9131668, 0, 1, 1, 1,  0
 1588809592,  9131873, 0, 1, 1, 1,  0
 1588809592,  9130771, 0, 1, 1, 1,  0
 1588809592,  9130215, 0, 1, 1, 1,  0
 1588809593,  9130723, 0, 1, 1, 1,  0
 1588809593,  9129886, 0, 1, 1, 1,  0
 1588809593,  9130612, 0, 1, 1, 1,  0
 1588809593,  9131290, 0, 1, 1, 1,  0
 1588809594,  9131824, 0, 1, 1, 1,  0
 1588809594,  9132796, 0, 1, 1, 1,  0
 1588809594,  9132289, 0, 1, 1, 1,  0
